SKU,ASIN,Description,Category,Warehouse,loc,quantity,Available,Committed,PO Reordered,Low Stock Threshold,Price,avg cost,Weight,30 Day Shipments,TV,Length,Width,Height,UPC,Tags
129751,,Remedi M2 color: Glow in the Dark,,Distribution Warehouse,,25.000000,25.000000,0.000000,0.000000,1,0.00,0.00,0.1,0.00,0.00,3,1,5,,
132309,,TribeTokes Vape Oil Cartridges strain: CBD Shark (Indica),,Distribution Warehouse,,12.000000,12.000000,0.000000,0.000000,1,70.00,0.00,0.075,8.00,0.00,4,2,1,,
132892,,The Art of Cooking with Cannabis,,Distribution Warehouse,,36.000000,35.000000,1.000000,0.000000,1,29.99,0.00,0.165625,0.00,0.00,8,2,9,,
748323851519,,Willie's Remedy Whole Bean Full Spectrum Hemp Coffee roast: Medium,,Distribution Warehouse,,25.000000,25.000000,0.000000,0.000000,1,35.00,0.00,0.5,6.00,0.00,3,0,0,,
748323851526,,Willie's Remedy Whole Bean Full Spectrum Hemp Coffee roast: Dark,,Distribution Warehouse,,16.000000,16.000000,0.000000,0.000000,1,35.00,0.00,0.5,4.00,0.00,3,4,7,,
748323851533,,Willie's Remedy Whole Bean Full Spectrum Hemp Coffee roast: Decaf,,Distribution Warehouse,,7.000000,7.000000,0.000000,0.000000,1,35.00,0.00,0.5,2.00,0.00,3,4,7,,
80421,,RAW Rolling Tray,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,0.00,0.00,0.70625,1.00,0.00,14,11,2,716165154464,
AKBOBW3PK,,Box Wine Hemp Flower - Half Grammy 3pk,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,10.00,0.00,0.0,0.00,0.00,0,0,0,,
APPBANBLK187,,Franny's Farmacy Bandana color: Black,,Distribution Warehouse,,74.000000,74.000000,0.000000,0.000000,10,7.00,0.00,0.09375,12.00,0.00,6,2,1,,
APPBANGRN187,,Franny's Farmacy Bandana color: Green,,Distribution Warehouse,,76.000000,76.000000,0.000000,0.000000,10,7.00,0.00,0.09375,12.00,0.00,6,2,1,,
APPBANGRY187,,Franny's Farmacy Bandana color: Grey,,Distribution Warehouse,,65.000000,65.000000,0.000000,0.000000,10,7.00,0.00,0.09375,7.00,0.00,6,2,1,,
APPEX0101CM,,Asheville Extracts BHO CBD - Cherrymom 1 gram,,Distribution Warehouse,,8.000000,8.000000,0.000000,0.000000,1,65.00,0.00,0.075,1.00,0.00,2,2,1,,
APPEX0101CP,,Asheville Extracts BHO CBD - Carolina Peach 1 gram,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,32.50,0.00,0.0,0.00,0.00,0,0,0,,
APPEX0101T1,,Asheville Extracts BHO CBD - T1 1 gram,,Distribution Warehouse,,7.000000,7.000000,0.000000,0.000000,1,65.00,0.00,0.075,0.00,0.00,2,2,1,,
APPEX01FS,,Asheville Extracts BHO CBD strain-weight: Fruit Salad 1 gram,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,65.00,0.00,0.075,1.00,0.00,2,2,1,,
APPEX01SH,,Asheville Extracts BHO CBD strain-weight: Suver Haze 1 gram,,Distribution Warehouse,,3.000000,3.000000,0.000000,0.000000,1,65.00,0.00,0.075,0.00,0.00,2,2,1,,
APPEX0501CB,,Asheville Extracts BHO CBD - Cherry Blossom 0.5 gram,,Distribution Warehouse,,5.000000,5.000000,0.000000,0.000000,1,19.50,0.00,0.0,0.00,0.00,0,0,0,,
APPFFY1XL001,,Unisex Franny Farmacy Hemp T-Shirt size: XL,,Distribution Warehouse,,10.000000,10.000000,0.000000,0.000000,1,25.00,0.00,0.38125,1.00,0.00,0,0,0,,
APPFFYLRG001,,Unisex Franny Farmacy Hemp T-Shirt size: Large,,Distribution Warehouse,,17.000000,17.000000,0.000000,0.000000,1,25.00,0.00,0.38125,0.00,0.00,0,0,0,,
APPFFYMED001,,Unisex Franny Farmacy Hemp T-Shirt size: Medium,,Distribution Warehouse,,16.000000,16.000000,0.000000,0.000000,1,25.00,0.00,0.38125,0.00,0.00,0,0,0,,
APPFFYSML001,,Unisex Franny Farmacy Hemp T-Shirt size: Small,,Distribution Warehouse,,7.000000,7.000000,0.000000,0.000000,1,25.00,0.00,0.38125,0.00,0.00,0,0,0,,
APPFFYXXL001,,Unisex Franny Farmacy Hemp T-Shirt size: 2XL,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,25.00,0.00,0.38125,0.00,0.00,0,0,0,,
APPRAGLRGGRN,,Franny's Farmacy Baseball Tee - Envy Green size: Large,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,30.00,0.00,0.375,0.00,0.00,9,3,3,,
APPRAGMEDBLK,,Franny's Farmacy Baseball Tee - Vintage Black size: Medium,,Distribution Warehouse,,1.000000,1.000000,0.000000,0.000000,1,30.00,0.00,0.34375,0.00,0.00,9,3,3,,
APPRAGMEDGRN,,Franny's Farmacy Baseball Tee - Envy Green size: Medium,,Distribution Warehouse,,6.000000,6.000000,0.000000,0.000000,1,30.00,0.00,0.34375,2.00,0.00,9,3,3,,
APPRAGSMLBLK,,Franny's Farmacy Baseball Tee - Vintage Black size: Small,,Distribution Warehouse,,4.000000,4.000000,0.000000,0.000000,1,30.00,0.00,0.3125,4.00,0.00,9,3,3,,
APPRAGSMLGRN,,Franny's Farmacy Baseball Tee - Envy Green size: Small,,Distribution Warehouse,,10.000000,10.000000,0.000000,0.000000,1,30.00,0.00,0.3125,2.00,0.00,9,3,3,,
APPRAGXLRBLK,,Franny's Farmacy Baseball Tee - Vintage Black size: X-Large,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,30.00,0.00,0.40625,0.00,0.00,9,3,3,,
APPRAGXLRGRN,,Franny's Farmacy Baseball Tee - Envy Green size: X-Large,,Distribution Warehouse,,2.000000,2.000000,0.000000,0.000000,1,30.00,0.00,0.40625,0.00,0.00,9,3,3,,
APPVNLG003-1,,Franny's Farmacy Fitted Hemp V-Neck size: Large,,Distribution Warehouse,,27.000000,27.000000,0.000000,0.000000,1,25.00,0.00,0.26875,0.00,0.00,9,3,3,,
APPVNMD002-1,,Franny's Farmacy Fitted Hemp V-Neck size: Medium,,Distribution Warehouse,,27.000000,27.000000,0.000000,0.000000,1,25.00,0.00,0.2625,0.00,0.00,9,3,3,,
APPVNSM001-1,,Franny's Farmacy Fitted Hemp V-Neck size: Small,,Distribution Warehouse,,13.000000,13.000000,0.000000,0.000000,1,25.00,0.00,0.2375,0.00,0.00,9,3,3,,
APPVNXL004-1,,Franny's Farmacy Fitted Hemp V-Neck size: X-Large,,Distribution Warehouse,,40.000000,40.000000,0.000000,0.000000,1,25.00,0.00,0.275,0.00,0.00,9,3,3,,
BKPATGDE1834,,CBD: A Patients Guide,,Distribution Warehouse,,15.000000,14.000000,1.000000,0.000000,1,22.00,0.00,1.25,14.00,0.00,9,6,1,,
BLKFLOLFTAG0113,,Bulk Lifter Hemp Flower weight: 113g,,Distribution Warehouse,,5.000000,5.000000,0.000000,0.000000,1,672.00,0.00,0.28125,1.00,0.00,9,7,4,,
BLKFLOLFTAG0227,,Bulk Lifter Hemp Flower weight: 227g,,Distribution Warehouse,,1.000000,1.000000,0.000000,0.000000,1,1075.00,0.00,0.54375,1.00,0.00,11,9,4,,
BLKFLOLFTAG028,,Bulk Lifter Hemp Flower weight: 28g,,Distribution Warehouse,,7.000000,7.000000,0.000000,0.000000,1,210.00,0.00,0.09375,0.00,0.00,8,5,3,,
CHILIWTRMLN,,Franny's Small Batch Reserve Gummies: Chili Watermelon 50mg,,Distribution Warehouse,,171.000000,171.000000,0.000000,0.000000,1,6.50,0.00,0.0,91.00,0.00,0,0,0,,
CNC.D8.BDAYCAKE,,Franny's Delta-8 THC Cartridge strain: Birthday Cake,,Distribution Warehouse,,99.000000,93.000000,6.000000,168.000000,1,55.00,0.00,0.04125,69.00,0.00,5,3,1,,
CNC.D8.OGKUSH,,Franny's Delta-8 THC Cartridge strain: OG Kush,,Distribution Warehouse,,99.000000,93.000000,6.000000,168.000000,1,55.00,0.00,0.04125,69.00,0.00,5,3,1,,
CNC.D8.PINEAPPLE,,Franny's Delta-8 THC Cartridge strain: Pineapple Express,,Distribution Warehouse,,99.000000,93.000000,6.000000,168.000000,1,33.00,0.00,0.04125,69.00,0.00,5,3,1,,
CNC.D8.PURPLEPNCH,,Franny's Delta-8 THC Cartridge strain: Purple Punch,,Distribution Warehouse,,99.000000,93.000000,6.000000,168.000000,1,55.00,0.00,0.04125,69.00,0.00,5,3,1,,
CNC.D8.RUNTZ,,Franny's Delta-8 THC Cartridge strain: Runtz,,Distribution Warehouse,,97.000000,91.000000,6.000000,168.000000,1,55.00,0.00,0.04125,71.00,0.00,5,3,1,,
CNC.D8.SOURD,,Franny's Delta-8 THC Cartridge strain: Sour Diesel,,Distribution Warehouse,,106.000000,100.000000,6.000000,168.000000,1,33.00,0.00,0.04125,62.00,0.00,5,3,1,,
CRAD.TRINKET,,Conrads favorite trinkit,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,0.00,0.00,0.03125,0.00,0.00,7,7,7,1231,
EDI10D8SBRGGL,,Franny's Delta-8 THC Gummies - Ginger Lime - Small Batch Reserve,,Distribution Warehouse,,378.000000,325.000000,53.000000,600.000000,100,12.50,0.00,0.125,726.00,0.00,4,4,1,,
EDI120BARORG-1,,CBD Chocolate Bar - 120mg - Franny's Original,,Distribution Warehouse,,32.000000,29.000000,3.000000,100.000000,1,16.00,0.00,0.13125,68.00,0.00,6,3,1,,
EDI120BARSSH-1,,CBD Chocolate Bar - Sea Salt & Hemp Seed,,Distribution Warehouse,,25.000000,22.000000,3.000000,121.000000,1,16.00,0.00,0.13125,79.00,0.00,6,3,1,,
EDI200D8SBRGGL,,Franny's Delta-8 THC Gummies - Ginger Lime - 200 mg,,Distribution Warehouse,,86.000000,52.000000,34.000000,580.000000,1,48.00,0.00,0.375,667.00,0.00,3,3,3,,
EDI28GCHAMHT,,Hemp Infused Tea flavor: Chamomile,,Distribution Warehouse,,0.000000,0.000000,0.000000,50.000000,1,0.00,0.00,0.08125,3.00,0.00,3,2,7,,
EDI28GCHOHT,,Hemp Infused Tea flavor: Chocolate Berry,,Distribution Warehouse,,28.000000,28.000000,0.000000,0.000000,1,15.00,0.00,0.08125,11.00,0.00,3,1,7,,
EDI28GLMGHT,,Hemp Infused Tea flavor: Lemon Ginger,,Distribution Warehouse,,3.000000,3.000000,0.000000,30.000000,1,15.00,0.00,0.08125,15.00,0.00,3,2,7,,
EDIAUR,,Aurora Elixirs flavor: Lavender Spice,,Distribution Warehouse,,11.000000,11.000000,0.000000,0.000000,1,5.00,0.00,0.0,0.00,0.00,0,0,0,,
EDIAUR-1,,Aurora Elixirs (Case) flavor: Lavender Spice,,Distribution Warehouse,,1.000000,1.000000,0.000000,0.000000,1,60.00,0.00,0.0,1.00,0.00,0,0,0,,
EDIBAR304302,,"Velobar Hemp Extract Protein Bar - Roasted Nuts, Dark Chocolate, and Sea Salt - Bar",,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,8.00,0.00,0.109375,0.00,0.00,4,2,1,,
EDICAP000816,,Plant People Stay Sharp Capsules,,Distribution Warehouse,,1.000000,0.000000,1.000000,0.000000,1,59.00,0.00,0.3625,16.00,0.00,3,3,4,,
EDICAP000823,,Plant People Be Calm Capsules,,Distribution Warehouse,,1.000000,1.000000,0.000000,0.000000,1,59.00,0.00,0.3625,14.00,0.00,3,3,4,,
EDI.D8.CHERRYKOLA,,Franny’s Delta-8 THC Gummies – Cherry Kola – Small Batch Reserve,,Distribution Warehouse,,191.000000,160.000000,31.000000,0.000000,200,12.50,0.00,0.0,28.00,0.00,0,0,0,,
EDIDRKCHOC03,,Franny's Farmacy CBD Chocolates count: 3pk,EDIBLE,Distribution Warehouse,,96.000000,96.000000,0.000000,120.000000,20,6.50,1.65,0.06875,49.00,158.40,2,2,2,,
EDIDRKCHOC06,,Franny's Farmacy CBD Chocolates count: 6pk,EDIBLE,Distribution Warehouse,,182.000000,176.000000,6.000000,120.000000,20,12.00,3.30,0.140625,70.00,600.60,2,2,3,,
EDI.HEMPLEMONADE.50,,Franny's Small Batch Reserve Gummies: Hemp Lemonade 50mg,,Distribution Warehouse,,78.000000,78.000000,0.000000,0.000000,1,6.50,0.00,0.04375,0.00,0.00,3,5,1,,
EDIHON00005,,Hemp-Infused Honey Sticks,,Distribution Warehouse,,518.000000,518.000000,0.000000,0.000000,1,1.00,0.00,0.014375,408.00,0.00,8,1,1,,
EDIHON000050,,Full Spectrum Honey size: 5oz/50mg,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,20,12.00,4.50,0.5375,50.00,0.00,2,2,4,,
EDIHON000100,,Full Spectrum Honey size: 12oz/100mg,,Distribution Warehouse,,35.000000,32.000000,3.000000,0.000000,1,30.00,0.00,1.25,36.00,0.00,3,3,4,,
EDIHON000100-1,,CBD Full Spectrum Honey Stick,,Distribution Warehouse,,630.000000,630.000000,0.000000,0.000000,1,0.00,0.00,0.0,0.00,0.00,,,,,
FF0100MGG,,Franny's Farmacy Gummies 100mg,,Distribution Warehouse,,147.000000,147.000000,0.000000,72.000000,1,12.50,0.00,0.271875,126.00,0.00,3,3,2,,
FF0250MGG,,CBD Gummies 250mg Full Spectrum/ 4 oz,,Distribution Warehouse,,172.000000,155.000000,17.000000,216.000000,1,25.50,0.00,0.45625,244.00,0.00,2,2,3,,
FF0500MGG,,Franny's Farmacy Gummies 500mg,,Distribution Warehouse,,86.000000,78.000000,8.000000,144.000000,1,45.00,0.00,0.8125,330.00,0.00,3,3,4,,
FFDISTRO,,Original Gummies (500 mg),,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,0.00,0.00,0.0,0.00,0.00,,,,,
FLO3PK000001,,Franny's Half-Grammy Pre-Roll - 3 Pack strain: Special Sauce,,Distribution Warehouse,,-1.000000,-1.000000,0.000000,0.000000,1,20.00,0.00,0.015625,3.00,-0.00,5,4,1,,
FLO3PK000002,,Franny's Half-Grammy Pre-Roll - 3 Pack strain: Suver Haze,,Distribution Warehouse,,23.000000,17.000000,0.000000,0.000000,1,20.00,0.00,0.014375,3.00,0.00,4,1,5,,
FLO3PK000003,,Franny's Half-Grammy Pre-Roll - 3 Pack - Sour Space Candy,,Distribution Warehouse,,31.000000,23.000000,0.000000,0.000000,1,10.00,0.00,0.0,11.00,0.00,0,0,0,,
FLO3PK000004,,Franny's Half-Grammy Pre-Roll - 3 Pack - Box Wine,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,10.00,0.00,0.0,0.00,0.00,0,0,0,,
FLO3PK000005,,Franny's Half-Grammy Pre-Roll - 3 Pack - Otto II,,Distribution Warehouse,,39.000000,36.000000,0.000000,0.000000,1,7.50,0.00,0.0,0.00,0.00,0,0,0,,
FLO3PK000006,,Franny's Half-Grammy Pre-Roll - 3 Pack - Baox,,Distribution Warehouse,,22.000000,22.000000,0.000000,0.000000,1,7.50,0.00,0.0,5.00,0.00,0,0,0,,
FLO3PK000007,,Franny's Half-Grammy Pre-Roll - 3 Pack - FRB Hybrid 5,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,7.50,0.00,0.0,0.00,0.00,0,0,0,,
FLOACC008046,,King Palm Hand Rolled Leaf Wraps pack-size: 5pk Mini,,Distribution Warehouse,,3.000000,3.000000,0.000000,0.000000,1,7.75,0.00,0.03125,7.00,0.00,7,4,1,,
FLOACC008403,,King Palm Mini Roll - Case,,Distribution Warehouse,,6.000000,6.000000,0.000000,0.000000,2,232.00,0.00,0.5625,1.00,0.00,8,4,7,,
FLOACC008420,,King Palm Hand Rolled Leaf Wraps pack-size: 5pk King,FLOWER ACCESSORIES,Distribution Warehouse,,1.000000,1.000000,0.000000,0.000000,1,9.00,3.60,0.0375,7.00,3.60,7,5,1,854029008420,
FLOACC008427,,King Palm King Roll - Case,,Distribution Warehouse,,4.000000,4.000000,0.000000,0.000000,1,312.00,0.00,0.75,0.00,0.00,8,5,8,,
FLOACC021641,,Raw Clipper Lighter (Case) color: Classic,,Distribution Warehouse,,1.000000,1.000000,0.000000,0.000000,1,100.00,0.00,0.035,1.00,0.00,3,1,1,,
FLOACC021658,,Raw Clipper Lighter,,Distribution Warehouse,,22.000000,22.000000,0.000000,0.000000,1,3.00,0.00,0.035,0.00,0.00,3,1,1,091585021658,
FLOACC029623,,Raw Clipper Lighter color: Black,,Distribution Warehouse,,6.000000,6.000000,0.000000,0.000000,1,3.00,0.00,0.035,1.00,0.00,3,1,1,091585029623,
FLOACC029631,,Raw Clipper Lighter (Case) color: Black,,Distribution Warehouse,,3.000000,3.000000,0.000000,0.000000,1,100.00,0.00,0.035,1.00,0.00,3,1,1,,
FLOACC280538,,Raw Hemp Wick,,Distribution Warehouse,,14.000000,14.000000,0.000000,0.000000,1,5.00,0.00,0.03125,0.00,0.00,4,1,1,716165280538,
FLOACC453597,,King Palm Hand Rolled Leaf Wraps pack-size: Single Tube,,Distribution Warehouse,,137.000000,137.000000,0.000000,0.000000,1,4.00,0.00,0.02375,8.00,0.00,5,1,1,,
FLOACCRAWTIPSCSE,,CASE: RAW Classic Connoisseur Rolling Papers 1 1/4 + tips,,Distribution Warehouse,,3.000000,3.000000,0.000000,0.000000,1,36.00,0.00,0.0,2.00,0.00,0,0,0,,
FLOAPX09070,,APX Pulsar Dry Vape color: Rose Gold,CBD VAPE,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,75.00,35.95,0.38875,1.00,0.00,4,2,6,810008090701,
FLOAPX27143,,APX Pulsar Dry Vape color: Blue,CBD VAPE,Distribution Warehouse,,-2.000000,-2.000000,0.000000,0.000000,2,75.00,35.95,0.38875,5.00,-71.90,4,2,6,647603271439,
FLOAPX27150,,APX Pulsar Dry Vape color: Wood Grain,CBD VAPE,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,75.00,35.95,0.38875,3.00,0.00,4,2,6,,
FLOBAOX00001,,BaOx Hemp Flower weight: 1g,,Distribution Warehouse,,25.000000,25.000000,0.000000,0.000000,1,14.00,0.00,0.01125,0.00,0.00,5,4,1,,
FLOBAOX00007,,BaOx Hemp Flower weight: 7g,,Distribution Warehouse,,2.000000,2.000000,0.000000,0.000000,1,75.00,0.00,0.03,3.00,0.00,7,4,2,,
FLOBAOX00028,,Bulk BaOx Hemp Flower weight: 28g,,Distribution Warehouse,,11.000000,11.000000,0.000000,0.000000,1,112.50,0.00,0.09375,1.00,0.00,8,5,3,,
FLOBAOX00035,,BaOx Hemp Flower weight: 3.5g,,Distribution Warehouse,,10.000000,10.000000,0.000000,0.000000,1,42.00,0.00,0.0175,1.00,0.00,5,4,1,,
FLOBAOX00100,,BaOx Hemp Flower weight: 1g PreRoll,,Distribution Warehouse,,22.000000,22.000000,0.000000,0.000000,1,10.00,0.00,0.0315625,27.00,0.00,5,1,1,,
FLOBAOX00113,,Bulk BaOx Hemp Flower weight: 113g,,Distribution Warehouse,,6.000000,6.000000,0.000000,0.000000,1,450.00,0.00,0.3,2.00,0.00,9,7,4,,
